Drug	Protein
5314	P20309
6093202	Q9HAN9
71733	P13945
3825	P23219
8778	P61626
3696	P35368
2481	P18505
3690	P33260
145742	Q13427
2818	P28335
3341	P25100
3005573	P05177
243	P52758
14611919	P00918
24752837	P03372
1005	P13929
448890	P09874
5280427	Q16647
5288724	P19961
6883	P08684
5862	Q9BZV2
4100	P00915
702	Q06432
2733526	P22310
119570	P21918
2099	P46098
5310966	Q15825
2160	Q9H3N8
444036	P08235
3369	P24046
10836	Q05940
867	P12931
21319	P08684
444440	P19961
2519	P29274
6000	P22303
44259	P06239
131704268	P22314
24941249	P53350
153948	P15121
24883477	P06737
5452	P21728
3016	P34903
9809715	P17948
10342449	Q02127
91532	O00764
10100	P10632
5287969	P11217
5438	P00749
10869340	P07477
5193	P47869
2796	P11509
2783	P07550
84815	P50579
5289419	Q00535
134601	Q8NER1
446284	P37231
72886	P30305
15689	P29474
444475	Q03393
30487	P35348
3034010	P08684
2157	P24462
151483	P80188
5289501	P10826
3356	Q14524
4893	P25100
5538	P10632
60789	P07550
2441	P28476
444031	P20309
443894	P08684
17749735	P56817
5330608	P24941
9887712	P10635
54477	P10635
681	P09172
5351166	P05181
5288679	Q13133
5957	P55263
2578	P00390
9651	P10635
2767	P15559
1349907	P05177
25134251	P56817
10904076	P07477
2157	P33261
43815	P08172
104904	P01859
305	Q8NE62
439153	P51648
708346	O14757
2170	P25100
97535	P28161
3333	P10635
44129608	O14757
199	P02708
5311052	P04150
9871074	P00403
17759780	P18031
9886249	P35228
448002	P39900
4890	P18505
4585	P28566
174251	P26440
4887	P19838
440114	P01834
2809	P28472
5833	P54284
150311	P22309
9854489	P04150
3696	P28223
3308	O60656
5193	Q05586
3033818	P10635
6918493	P24530
936	P08684
1983	P10632
2725	P08684
1548943	P15104
25058133	P00374
3380	P48169
2712	P34903
4055	P05177
1549008	P05108
60164	P28702
2907	P11712
151243	P01303
25023709	Q02750
5284553	P20594
338	P11712
60823	P33261
42628075	P56817
4911	Q9NSA0
456214	P12931
979	P14174
5002	P11229
3162	P35367
3446	O60391
13373305	P61626
158781	P30556
896	P11678
2479	O14764
5719	P24462
9834298	P23434
446845	P14927
5578	P04818
5291	P04629
15130	P08684
148140	P09874
145742	Q96C36
4909	P18507
176870	P08684
445843	P00749
445770	P00918
33032	P54886
5287969	P11802
145068	P20813
3182	Q13946
5314	P11229
2893	P54289
60854	P21728
6918493	P35503
148124	P24462
5994	P11509
5833	P08235
5152	P24462
443879	P11229
5328940	Q9Y2U5
1727	Q9NZV8
11560224	P10275
5288679	P19793
3763	P34903
4011	P11229
3386	P31645
68617	P31645
4099	Q99928
5584	P07550
4616	Q99928
2893	P23141
4057	P11229
446541	P20839
750	Q9P0Z9
4891	P33261
4162	Q99928
97535	P09488
9812534	Q02928
2995	P05181
4909	P33261
444753	P07477
6305	P48775
3034034	P20815
4369394	P04746
5362440	P11712
64689	Q7Z4J2
12035	O15111
124087	P33261
4926	P28223
57469	P08684
19826721	O14757
11963557	P53350
65937	P11712
3826	P35354
5288257	P00734
3333	P63316
5288795	Q13133
702	P07327
5311507	P10635
44462678	P49368
439153	P47895
6326983	P49913
6082	P35348
4771	P11712
3488	P08684
57525501	Q7Z4W1
11243969	P20815
4740	Q07343
4585	P18089
216239	P10632
4162	P47869
3562	Q8N1C3
92824	P23368
3290	P06276
5556	Q99928
6830	P61587
6914666	Q9GZT9
2789	P10635
681	P34969
5572	P08912
3042	P08172
448668	P42768
5819	P10632
644213	Q15596
5862	Q9HA77
124886	P35754
132999	P08684
11560787	Q96BI3
12530	Q9NZK7
68841	P06737
4740	P21589
3369	P18505
447027	Q99643
60753	Q06432
2170	P21917
25137844	P20309
5095	P28335
3033	P35354
54766	P07550
41867	P47712
667484	P15538
4837	P28472
12035	Q05586
305	Q9Y6K0
54746	P21917
439153	P53004
392622	P05177
60835	Q01959
443879	P08912
3033621	P78334
2756	P24462
3492020	P21397
5995	P10275
1548887	P04798
11655511	P52732
441289	P20309
47811	P08913
121892	P11245
8969	Q99712
14257662	P37288
3016	P18505
208898	P25100
680935	P24941
1053	O15382
6267	P08243
10518	P43681
87642	P43155
5289411	P20248
9913767	P23141
5556	P47869
119828	P35354
449193	P27815
448991	P11802
4369497	P35968
54680692	P11712
1054	O00764
60795	P28566
3241	P25021
9549303	O14965
55283	P24462
439153	Q92781
2764	Q12809
448955	P00734
444732	Q8WUI4
3826	P23219
5452	P33261
9808998	P11387
656968	Q07343
3475	Q09428
6215	P04150
11954293	P25021
5281042	P06276
3487	P34903
11494891	P15121
10450624	P15121
6445226	O00748
60854	P28223
5755	P08684
5556	P47870
3446	Q05586
9926791	O60674
10024590	P27487
11338033	P24941
7699	Q14524
444389	P05230
4746	P08684
4771	Q01959
1110	Q96I99
667466	P20309
4149241	P34913
3488	Q09428
2519	P11712
1738118	O60909
25945	P13716
2818	P05177
3019	P00918
4616	P34903
23724530	P24462
5709	P35348
4205	P05177
4369285	P21964
3365	P11712
5206	O14764
5734	O75493
5957	O95342
71768094	P28222
121891	P35503
6464	P31644
305	P28329
3260017	P35270
439153	P00390
3964	P11229
11395145	P37231
6834	P11229
24360	P11387
5994	P10632
5556	P18505
5327091	P07900
122335	P68871
77992	P05177
5281701	P11309
5951	P49591
4891	P08684
11634458	P00742
3973	P48736
702	Q9GZZ6
447912	Q15596
24836816	P07900
174174	P08172
6450546	Q05586
39468	P08588
8271	Q16445
2162	P04798
4760	Q9BQB6
25113128	P00734
5881	Q99928
2267	P10635
1174	Q12882
216239	P08684
3016	P31644
5560	P05023
7532	P05981
311	P15121
6918509	P06881
26035	P35367
13373715	P07900
5287789	P00734
3463	P05177
65781	Q8NFA2
9823820	P17948
7028	P05412
657308	P10635
170018	P04818
5413	Q9UGM1
54670067	P09848
2995	P08172
6915944	P05164
33741	P23975
444705	P01834
447961	P20248
3562	P47869
439693	P00813
5681	P19429
30323	P11388
15942655	P08709
25138278	P24941
3677	P35348
4064	Q8N1C3
65533	P11217
5281104	P11473
46937107	P39900
5327066	Q16539
124886	Q04760
54385	P35367
2783	P05177
447277	P53609
2378	P05181
439153	P19404
5360696	P33261
3345	P24462
4488	P35354
24801863	P53779
11625818	P10632
3009	P11926
4740	P05177
447108	O76074
1893	P29474
3036505	P33261
456362	P21926
6287	P26640
3373	O00591
2995	P18825
133021	Q9NZK7
449014	P00813
2519	O60658
9875516	P41231
9547890	P24941
60753	Q12809
4528	P23975
31703	Q16678
2519	Q16678
145742	P23284
2712	P31644
4923	P00374
4740	O76074
439153	Q04828
11556711	P28062
4991	P08684
10224714	P24941
5212	P20815
5961	P00488
2771	P10635
110634	P18545
57525501	P29475
439153	O75489
1051	P24298
16078	P34972
24826799	P20815
4162	P34903
1051	Q96A70
439153	Q16836
5280805	P08684
1060	O15427
5002	P08173
123895	P35228
2800	P05177
23647763	P50579
6009	P11712
8977	P63096
5960	P17174
4174	P08684
4506	P47870
750	Q7Z2H8
439153	O95479
4688	P27338
445461	P30084
5403427	Q16654
87901	P07686
2817424	P15121
10267580	P36897
3675	P08684
2789	P18505
4205	P21728
92153	P16219
446598	P08684
3365	P15538
17754111	P02144
5287869	P09668
3033	P14555
70788951	P30044
11560856	P08581
10214	P49888
10172943	P31751
8977	P11233
263366	P27487
2218	P10635
6137	Q9H2M3
5281040	P23219
9875401	P08684
8271	Q13002
667468	P05177
5070	P05177
2247	Q12809
6274	P12081
8271	P20813
4999	Q16445
46936829	Q9UNI1
2811	P33261
4205	Q9Y5N1
4631	P07550
447805	O75874
447766	P24941
5312830	P37231
13559281	P06401
129236	P78368
15953860	P27487
4909	P47870
4116	Q16445
441074	P20813
65937	P20815
2160	P04629
4991	P06276
8275	Q99928
2092	P25100
446541	P19224
4192	P24462
3998	P23280
5206	P18507
72287	P18089
449164	P04746
44	Q16798
104406	P62937
216235	P33261
90334	Q16539
131704239	P42262
54684141	Q02127
5280795	P10635
192706	P22303
6857691	P03951
3291	P08684
156126	Q96QU6
5452	P10635
6093202	Q10588
4943	P14867
119031	O60882
938	P49019
449003	P35557
4205	P46098
9600421	P09848
2712	P47870
26175	P23975
439153	P00374
6436223	P38606
5330286	P11802
6323481	Q9UG56
5568	P08172
311	P12724
4095	Q9GZZ6
2520	Q13936
37792	Q08188
440473	P13500
24800833	P78536
5280360	P34995
46937075	Q9UM07
5311309	P10635
5381226	Q9NPD5
196672	P07814
108150	P23219
2802	P30536
667466	P08173
4474585	P02144
4474224	P00750
4890	O00591
31640	P47870
1775	Q14524
5284566	P08684
5287463	P12931
448013	Q9NY65
6420149	P21549
26934	P21728
31703	P20813
5966	P06276
1548943	P05164
3784	Q13698
445718	P11217
4634	P08684
3776	P14555
6857690	P52732
3955	P08684
3295	P00915
5289162	P37231
4347	P00918
439284	P06744
6380	Q14376
941361	P20813
444475	P35270
702	P05181
2265	P08263
449169	P20701
9549259	P00742
42627769	P78536
51263	P24462
71360	P28223
54841	Q8TCU5
8223	P21728
11483970	P37231
14985	O76054
449193	Q08499
72287	P28223
5073	P28223
21700	P04150
16122594	P14174
89594	P05177
6005	P28335
10182969	P00742
5289086	P53582
10917	Q9H015
253602	P55769
6450551	P35968
10101	P08684
60206636	P27487
172469	P15559
11992146	P49137
5280934	Q9GZR5
37393	P20815
66265	P28335
10976469	P08100
213046	P08913
5284513	P09455
4810	Q9Y2I1
2796	P09210
2789	P34903
2968	P22303
444655	P07478
2726	P18089
2162	P54289
60838	Q969P6
439153	P07327
11597698	P35368
6473	P47869
441243	P08684
4184	P35368
1282	P07477
4066	P10635
4192	P22310
213049	P21397
3062316	P10721
145742	Q8IVL5
3226	O14764
5494385	P27487
3373	Q16445
446284	O60427
446274	P00918
72271	O15530
5381226	P02768
1986	P29972
5287461	P12931
89594	Q16696
5572	P20309
643976	Q02127
446399	P07477
3821	P28223
445468	P08100
6089	Q99720
68271	P06132
5641	P05164
44112	P08588
5311017	P35348
9547909	P49356
54676228	P11712
4763	P20815
253602	P84098
18381	P08684
5593	P08172
444378	P06730
3711	P14555
68617	P05177
65076	P35398
5789	O00142
42113	O14764
2789	O00591
6917698	P46098
2767	P09211
4235	P27338
15602982	P61925
60854	P14416
11987556	P24941
107758	O15530
33741	P20309
5957	P08243
5311068	P05181
4474	P35368
445354	P09455
441281	P35367
446242	P00918
6288	Q8IYQ7
5468	P23219
14899645	P10828
3827	Q07343
49806720	Q9UM73
4914	P46098
13308	P10275
5288332	P00734
3369	P28476
46936633	P06737
33746	Q8N1C3
6013	P10632
60854	P28221
5073	P10635
2733526	P23141
448062	P07477
6804	P36959
4634	P20815
4485	Q13936
5566	Q9NYX4
10518	P42262
5280795	P33261
4158	P31645
3219	P35367
46937051	P13051
5426	P02763
447234	P23141
170018	Q01064
62436	Q8TCU5
3121	Q8IWT1
68867	P08908
178051	P07477
4004	P05177
16122596	P27487
5381226	P05177
34755	P17707
44462678	Q12756
4926	P35348
2094	P47989
439530	P40429
3260017	O75390
5289324	P01859
446795	P12931
9955116	P11388
150311	P16662
5287785	P10275
33746	P18505
6918314	P08908
23661697	P27487
25229537	P08581
199	Q9UHC3
2663	P08684
446156	P04035
6030	Q96AZ6
1983	P23219
5994	P05177
235905	P03372
5287488	P12931
4058	P31645
6027	P09848
3226	P47869
5284551	P06276
3869	P10635
4634	P10632
2170	P47869
447027	P21912
11188898	P00918
2519	O95263
5277135	P08684
31101	P21728
11167602	P17948
5566	P47989
3325	P25021
5288251	P60568
6030	Q7Z4J2
4771	P31645
5328940	P24941
68873	P10275
10101	O60391
3396	Q06432
65028	P23141
37632	Q99928
439153	P05093
2315	P00918
702	Q92806
4927	P35367
643976	Q96CD2
5533	P08684
4932	P10632
3032732	P19793
2802	P11245
8223	P30939
5584	P08912
5326566	P30043
2730282	P04818
60838	P24462
2910	P54710
6323481	Q9NY59
4173	P11712
5287890	P07327
29327	P11168
2141	P05186
656989	P60568
586	P12277
4184	P41595
10113978	P35968
9825434	P48728
6917779	P51589
9853654	P32239
2583	P08588
44144379	P00374
193653	P09211
5951796	P24941
9651	P08684
8515	P53779
5327057	P24941
71398	P51589
8275	P43681
5360696	P32297
667468	P28335
5839	P08235
5210	P31645
5206	P14867
447725	Q16539
17754166	Q9UKQ2
49867502	Q00169
702	Q8TCU5
42113	P18507
71360	P21917
165491	Q9HAN9
42113	P03886
4909	O00591
1941	Q9NZK7
3016	P47869
3821	P28566
87642	Q92993
16220172	P08684
5625	P08684
2818	P33261
3058751	P20815
5284604	P41143
91557	Q96T66
119031	Q9NPA2
131704233	P61626
2092	P08684
3291	P20815
44591583	P27815
57030	Q02127
643976	P29475
56959087	P35372
3013848	P00918
10100	P10635
6018	Q05940
5284373	P33261
24882195	Q02127
5287565	P07741
5312125	P35348
4122	O60760
6010	P08684
154059	P08173
13505	P35372
5311	Q9UBN7
4911	P08684
448013	Q9BQE3
8969	Q9UNX9
5311181	P00750
5870	P11712
43815	P28223
9543437	Q16539
96876	P00918
9547935	P31930
4369451	P18031
444655	P42126
2337	P23141
46937062	P07858
346926	P09960
1700	P00918
68844	P08684
43815	P20309
17754173	P08254
5353288	Q14914
216454	P49356
11460087	P37231
24759	P16070
10518	P47869
4565	P20248
10607	P33261
5276854	P35367
3883	Q16678
24776445	P08684
9651	Q15822
22556917	P07477
5538	P11509
11840981	P49720
12000240	P42574
9811834	P08473
221493	P00326
2720	P22748
6047	P21728
74077203	P22303
31703	P42330
2520	Q14654
2267	P10632
5591	P19224
4999	P08684
2803	P35348
5591	P08684
64689	P47929
5950	Q8TD30
100684	P00492
26175	P28223
92745	P19793
10240	Q99720
4369432	O14757
130804	P08574
57525501	P14550
447865	P68371
2720	P55017
5961	P27708
4873	Q9H2X9
2118	P11712
667468	Q9H3N8
969472	P18507
2520	Q02641
439691	P50440
1548972	P33261
11289	P11511
448013	Q13509
66535	P07998
1060	O95907
1775	P15538
108150	P33261
5289085	P22695
5962	O43246
2435	Q06278
4449	P10635
24178109	P08254
3883	P11712
5281071	P23297
65833	P31645
5288581	P29466
439153	P20839
11979006	P00742
5287617	P03372
64143	P11712
4369424	Q9UHY7
3373	Q9UN88
25058141	P07900
439153	O94788
445354	O43174
73303	P16444
219078	Q9Y5Y9
5288616	P43235
702	P48058
60953	P32320
8977	P62826
5584	P28335
4923	P05177
443884	P35348
14357	P69905
33572	P07550
129891	Q8WX39
439153	P56937
6230	P33261
181426	P29474
4058	Q05586
8275	P18507
6409	P00326
446845	P00156
2583	P10635
5311068	P10635
3672	P33261
5288394	P22303
644073	P33260
5816	P11712
3312	P10826
440005	P29475
445715	P28838
5289508	P22303
10240	P35462
1567	P09382
4058	P10635
5452	P11712
439153	P37058
5327014	P00491
2145	P33261
60753	P54289
5291	P05177
5327096	P24941
59227	P10635
1712	P24941
4449	P28335
2809	Q9UN88
5282452	P35503
441290	Q15822
5732	P34903
2585	P05181
5950	P80404
2160	Q09470
5289613	P14174
667468	P35367
123619	P05177
5482	P11511
448875	P11310
3121	O60939
656959	P11217
3085218	P18089
9846180	P22309
24759	Q8WWQ8
36735	Q92930
68841	O15530
5362436	P41595
11776755	P11217
2403	Q09013
5957	Q9NR19
9651	P32297
3476	Q09428
4095	P08684
439153	Q9Y6M9
5284371	P41145
28864	P08908
3763	P14867
4478249	P28845
4205	P34969
23640750	Q9NZK7
1051	P80404
5881	P47870
30323	Q02880
311	Q9BY32
91443	Q99707
3955	O00555
4205	P31645
3393	P28476
6918140	P11712
216326	P33151
11290116	P56817
4189	P35228
25210	Q13621
445463	Q08188
2818	P28566
311	Q96RQ9
5472	P20813
65937	P32238
5282489	P00748
60823	P10632
14205264	Q13362
9547915	P18031
3559	P33261
446386	P30419
5289085	P07919
4737	O15399
4616	Q16445
10389239	Q16644
5284604	P10635
4543	P11229
441278	P41145
9270	P06401
6830	Q9NWZ5
4585	P31513
6323481	Q8WTV0
71158	P31644
6323527	Q9UNI1
5284616	P24462
3007	Q05940
150311	Q9UHC9
3647	Q16790
156126	Q96RQ9
235905	P06401
84704	P05019
3958	P34903
2803	P25100
2244	P54646
5287974	P00797
5538	P04798
2712	P10635
2789	Q99928
5833	Q13936
5556	P24046
4057	P20309
6137	Q9Y3D2
3108	O76074
9750	Q9UM07
3261	P34903
11502647	O14757
152951	P20815
15897928	Q15596
3562	P98194
5312137	P62158
3488	Q14654
969472	P11712
5359271	P35372
446156	P20813
2294	P47869
3961	P05177
54682045	P23219
445732	P00491
22692237	P09960
25154714	P20815
2803	P05177
4946	P33261
1051	Q8N5Z0
1549107	P27338
896	P05164
24180714	Q9UJM8
9576912	P29274
9924495	P08684
68841	P08100
6830	Q15382
5311221	P43088
104625	P00742
4680	Q07343
2088	Q13332
47811	P14416
5192	P68871
446845	P07919
6119062	P07477
130611	Q16706
68617	P10635
9805430	P29274
2118	P34903
65359	P28161
3406	P11509
3291	O43497
5311017	P08684
439153	P42330
60823	P24462
11005	P15151
5734	Q99250
4055	P04798
60795	P10635
44462678	P29317
5361	P15289
16122633	P61925
1235170	P11309
2724385	P05108
969472	Q16445
5281855	Q9ULX7
2554	P20815
4914	Q16558
1548943	Q8NER1
3007	P18825
2244	Q13131
5881	Q14994
5329102	P07333
3180	Q9Y5Y9
2160	P41145
444302	Q9UJM8
439153	P17516
5717	P05177
5288032	Q07912
192826	P19961
3025	P06276
447865	Q9BQE3
3003157	P43681
5556	O00591
3964	P46098
54687	P10632
5311067	P04150
656652	P29274
439153	P14550
2267	P05181
2742752	P37231
5284371	P41143
3715	O60656
55466	P52209
439153	P32322
4893	Q12809
1978	P10635
151194	P17948
145742	Q7L3T8
3278	P09210
177236	P25101
643976	O00141
47320	Q15822
119055	P35228
51263	P08684
68873	P06276
3696	P20813
2811	P14867
4290313	P60174
31101	P08908
2481	P42262
5734	Q16790
3823	P11509
244	P05091
1775	P24462
6464	P14867
185915	P00734
3333	O95180
87642	Q92831
445713	P01116
439284	P15121
449209	P18031
446476	P01857
11840904	P27487
5381	P10826
4909	Q16445
57525501	O75874
89594	P36544
97297	P78368
2995	P28223
2474	P33261
5318517	P19838
3002977	P08684
57525501	P0CG22
2761494	P07858
448271	P01834
6137	Q9NZL9
5288826	P41143
4543	P05177
89594	P10635
3062316	P06241
440317	P16118
11304895	P03951
6230	P06401
2732	Q13621
5002	P35368
25151504	P10635
5833	P04150
15991573	P06239
26934	P08913
4999	P48169
5391	O00591
4369102	P00918
2478	P09211
8582	P12268
4046	P11511
2206	P08684
10635	P10275
71415	P04150
9571004	Q12809
5359421	P01189
124886	P28161
2479	P28472
2995	P20309
49866981	P18031
4943	Q8N1C3
24776445	Q99835
118458	P24941
46937020	P68133
3410	P11712
4116	P05177
5959	P20815
4369593	P02743
19861	P35367
16004692	P24530
5311309	P11712
5509	P48775
4873	P55011
4748	P62158
13559281	P10275
1649	P29474
5538	P49788
2803	P18825
64139	P11712
4189	P08684
25021183	P00734
5284627	P31644
4616	Q8N1C3
1676	P0DMS8
3779	O00459
26757	P21397
16750123	P27338
445713	P14324
5288514	P01834
60606	P23141
5391	P08684
5353306	P07477
64689	P35557
188347	P84077
5311	O15379
5326976	P68400
31703	P11388
53232	P10632
24759	P13611
3562	P14867
6726	P11712
3957	P35367
2801	P09211
5405	P10632
448991	P28482
5310966	P32297
446916	P09467
10101	Q8TCU5
5360696	P43681
447638	P48147
31703	P29474
4184	P08908
5326888	P08709
446134	P23219
3161908	P00918
46937095	P23141
23659732	P27338
24880018	Q9UQM7
46936357	P08246
31072	P11511
159596	Q9HBH1
1432578	Q9HBL8
4763	O60391
6912404	O00206
12560	Q12809
126941	Q05932
6288	P26639
64143	P10635
3562	P08100
115237	P18089
447742	P00505
40326	P20813
5288685	P52732
25113157	Q04609
3608	P47869
15083623	P06276
5502	O00408
2540	P23219
1175	P06737
5757	P33261
5734	P33261
6918305	P31644
2765	P18825
6918670	P17252
2726	Q9H3N8
3961	P11712
449171	P19793
4004	P20813
11710963	P27487
23724530	P20815
7060565	P09960
6047	P20711
60871	P54819
5311507	P14416
5732	P20815
305	Q9Y259
6010	P11511
9913767	P10632
2955	P11245
6646	P20309
448662	P18031
5284627	P33261
1060	P53985
70119	P00326
199	P48048
54690031	P35354
5328940	P12931
124886	P18283
33624	P10635
2761	P21918
2818	P35368
2907	P10632
9853654	P06276
2585	P08913
5289108	P13716
6249	P46059
445354	P04798
5287452	P08217
2776332	P09960
36314	O75469
3083544	P11712
14357	P68871
16231	P37088
3121	P23219
8969	P08684
54670067	O75936
3000322	P20309
447656	P24941
25134248	P07477
941651	P05177
10224714	P20248
1613	P15121
68723	P35354
5478838	P08473
896	P03372
23897	P14416
10457944	P11473
71360	P05177
79084	P02144
644073	P10635
5289110	P45452
5281037	P30556
5280346	P47985
4585	P47898
5288826	P06133
5961	P22735
4735	Q02928
134497	P27487
16004692	P08684
5957	Q13564
445840	P24941
5289529	P00749
3121	P51649
6918837	Q969S8
50192	P20309
3256859	P01744
5487427	P08172
2856	Q9HCP0
91532	O14983
5360696	P20813
2767	P47989
3033	P11712
60164	P19793
84029	Q9NPD5
5978	P68366
444397	P08100
92974	P00439
5359	P16662
49855250	O15379
588963	O15144
3396	P28223
13342	Q71U36
60648	P08684
4462	Q99643
3763	P28472
3517	P05177
54369	P00374
439444	P32019
5095	P14416
54687	P11712
9854073	Q9H4B7
104865	P24530
261004	P04798
5591	P16662
657272	P17900
97297	P27361
4708	P00533
4178	P08684
4100	P05181
2519	P10635
4543	P50406
123619	P05181
2554	P16662
3386	P11712
1051	Q8IYQ7
2160	P50406
3343	P07550
11954293	P28335
11840981	P25788
10976469	P17612
5530	P11509
3034285	Q9UDW1
3487	Q99928
3032285	Q14654
445643	P24462
46937156	P11217
1667	P15559
4116	P14867
151166	O60656
119570	P18089
446237	P00918
6852140	P03951
3598	P00367
9543528	P00326
9823820	P22455
3386	P10635
5288988	P43235
10235	P36544
11175137	P17612
6076	P10644
153994	P08684
408285	P07339
5287509	P10828
702	Q16445
702	P05177
181976	P35914
4771	P27338
8420	P07477
131704252	P22102
439530	P61927
4195	P25100
6509979	P62942
449171	P10276
1548887	P35354
60961	P29275
5288599	P50607
1727	P16389
4768	P18089
5212	P33261
11740318	P35228
42113	Q9UN88
6918026	P25103
119828	P11712
446761	P06744
124075	P16083
5414	P08100
5381226	P22309
54671203	P08684
9955116	P04798
2118	Q8N1C3
6119062	P00749
5284373	P49069
11524144	P62942
6804	P31939
5329102	P35968
71768094	P31645
6464	P47869
5287692	P06576
25210493	P14618
8223	P28223
104865	P08684
11500273	P09601
62452	Q02127
6917715	P08684
2519	Q14432
4999	P47869
24826799	P16234
11395145	Q15788
439153	Q16878
3823	P33261
8249	Q15842
448173	Q03181
5288240	Q9UNI1
54687	P08684
3033	P35499
9651	P06276
6262	P54368
3827	Q08499
5881	Q12879
54746	P35348
94191	P17213
5533	P28335
37632	P08684
2802	P18507
5311507	P08913
3758	Q13370
439155	P11086
22297	P35348
5743	P11511
17756743	P06239
4369485	P00734
107970	Q9NYA1
1103	P52788
6857599	P09488
6917698	Q13639
448002	P09238
4909	P08684
36314	P10632
441074	P04798
6049	P05177
5276854	P41146
446244	Q86XF0
3792	P14416
2756	P33261
6646	P11229
656652	P27815
8163	Q9NPJ3
2351	P10635
24901723	P24941
2478	P08684
439530	Q9UHA3
3371	P10275
54676715	Q9UJM8
11952989	O00141
3677	P08913
2160	Q99720
446220	P08684
60606	P11712
16158208	P25092
3033621	P18505
4494	P05177
4205	P35462
5360373	Q13867
4616	P78334
