	Drug ID	Gene
1170	DB00768	P02768
1171	DB00768	Q99584
1172	DB00769	P04150
1173	DB00770	Q92959
1174	DB00770	O94956
1175	DB00770	Q9Y5Y4
1176	DB00774	P02768
1177	DB00774	P22748
1178	DB00776	P02768
1179	DB00776	Q9Y5Y9
1180	DB00776	Q07699
1181	DB00776	P35499
1182	DB00777	P28335
1183	DB00777	P08912
1184	DB00777	P08173
1185	DB00777	P35367
1186	DB00778	P08183
1187	DB00780	P27338
1188	DB00780	Q8TD30
1189	DB00780	Q9UGI5
1190	DB00783	Q8TCC7
1191	DB00783	Q9Y6L6
1192	DB00783	Q9UNQ0
1193	DB00783	P12104
1194	DB00784	P23219
1195	DB00786	Q9NPA2
1196	DB00786	P03956
1197	DB00786	P09238
1198	DB00787	P09252
1199	DB00787	P04293
1200	DB00788	Q51911
1201	DB00788	O95342
1202	DB00788	P46721
1203	DB00794	P43681
1204	DB00794	P33261
1205	DB00794	Q16445
1206	DB00795	P09917
1207	DB00795	Q9UNQ0
1208	DB00795	O14920
1209	DB00797	P18089
1210	DB00798	Q92887
1211	DB00798	P00374
1212	DB00799	P10276
1213	DB00800	P21728
1214	DB00800	P35368
1215	DB00801	P31644
1216	DB00801	P48169
1217	DB00801	P47870
1218	DB00802	P02763
1219	DB00805	P14416
1220	DB00805	P22303
1221	DB00805	P11229
1222	DB00808	P55017
1223	DB00811	P12268
1224	DB00811	P20839
1225	DB00813	P02763
1226	DB00816	P07550
1227	DB00818	O00591
1228	DB00818	P11712
1229	DB00818	O14764
1230	DB00818	P20813
1231	DB00818	P18505
1232	DB00818	P34903
1233	DB00819	P08684
1234	DB00821	P35354
1235	DB00821	Q4U2R8
1236	DB00822	P09172
1237	DB00824	Q07343
1238	DB00825	Q02641
1239	DB00828	P0A749
1240	DB00829	Q9UN88
1241	DB00829	P28472
1242	DB00829	P47870
1243	DB00829	P08183
1244	DB00831	P35348
1245	DB00831	P47989
1246	DB00833	Q8TCC7
1247	DB00833	Q75Y35
1248	DB00834	P08183
1249	DB00836	P41145
1250	DB00836	Q14994
1251	DB00836	P35372
1252	DB00836	P20813
1253	DB00841	P25100
1254	DB00842	Q16445
1255	DB00842	P14867
1256	DB00842	Q8N1C3
1257	DB00842	P47869
1258	DB00843	P28223
1259	DB00843	Q05586
1260	DB00845	P08183
1261	DB00845	P37231
1262	DB00846	P04150
1263	DB00847	P02768
1264	DB00848	P32297
1265	DB00849	P36544
1266	DB00849	P31644
1267	DB00850	P05177
1268	DB00852	Q8WYK2
1269	DB00852	P02768
1270	DB00852	P18848
1271	DB00852	P60568
1272	DB00852	P19838
1273	DB00853	P02768
1274	DB00854	P41145
1275	DB00855	Q16348
1276	DB00860	P04150
1277	DB00860	P08185
1278	DB00861	P02768
1279	DB00862	P08684
1280	DB00863	Q8TCC7
1281	DB00865	Q05940
1282	DB00866	P07550
1283	DB00868	P06276
1284	DB00869	P05183
1285	DB00870	P23219
1286	DB00871	P08588
1287	DB00871	O76082
1288	DB00871	O15244
1289	DB00872	P30518
1290	DB00874	Q8TCU5
1291	DB00875	P14416
1292	DB00875	P11229
1293	DB00877	P42345
1294	DB00877	P08684
1295	DB00880	P55017
1296	DB00880	P00915
1297	DB00881	P12821
1298	DB00881	Q8TCC7
1299	DB00884	P14324
1300	DB00887	Q4U2R8
1301	DB00887	Q9NSA0
1302	DB00887	Q13621
1303	DB00889	P08684
1304	DB00890	P03372
1305	DB00893	P02787
1306	DB00895	P12319
1307	DB00897	P08684
1308	DB00897	P31644
1309	DB00897	P14867
1310	DB00898	P48549
1311	DB00898	Q02641
1312	DB00898	P14867
1313	DB00898	P42263
1314	DB00898	P31644
1315	DB00898	Q05901
1316	DB00898	P42262
1317	DB00898	Q9UGM1
1318	DB00898	P32004
1319	DB00898	P23415
1320	DB00898	P42261
1321	DB00898	P48169
1322	DB00898	Q9Y698
1323	DB00900	Q4U2R8
1324	DB00900	P00491
1325	DB00901	P07550
1326	DB00903	P02768
1327	DB00904	P05177
1328	DB00904	Q13639
1329	DB00906	P08684
1330	DB00907	O15244
1331	DB00908	P35368
1332	DB00908	P08183
1333	DB00908	O95342
1334	DB00908	Q12809
1335	DB00908	Q14524
1336	DB00908	Q9Y257
1337	DB00909	O43497
1338	DB00909	P43166
1339	DB00909	Q9P0X4
1340	DB00909	P00918
1341	DB00910	P22310
1342	DB00911	P08684
1343	DB00912	Q09428
1344	DB00912	O95342
1345	DB00914	O15244
1346	DB00915	P32297
1347	DB00915	O15245
1348	DB00917	Q9Y694
1349	DB00917	P43116
1350	DB00917	O15439
1351	DB00917	Q9Y5Y4
1352	DB00917	Q9NSA0
1353	DB00918	P28222
1354	DB00920	P52209
1355	DB00921	P41143
1356	DB00922	P63316
1357	DB00924	P22310
1358	DB00924	P23975
1359	DB00924	P02768
1360	DB00924	P28335
1361	DB00925	P08913
1362	DB00925	P25100
1363	DB00927	Q96FL8
1364	DB00929	P43115
1365	DB00932	P08684
1366	DB00932	P08183
1367	DB00933	P10635
1368	DB00934	P35368
1369	DB00934	P10635
1370	DB00935	P35368
1371	DB00935	P18089
1372	DB00936	Q8TCC7
1373	DB00937	Q01959
1374	DB00938	O15245
1375	DB00939	Q9NYB5
1376	DB00940	P20309
1377	DB00940	P25021
1378	DB00941	P06276
1379	DB00943	Q4U2R8
1380	DB00944	P22303
1381	DB00945	P24385
1382	DB00945	P42574
1383	DB00945	P98066
1384	DB00945	Q8TCC7
1385	DB00945	Q13131
1386	DB00945	P01106
1387	DB00945	Q99519
1388	DB00948	Q8XJ01
1389	DB00950	O15438
1390	DB00951	P9WGR1
1391	DB00951	P10632
1392	DB00953	P28221
1393	DB00956	P41143
1394	DB00956	Q99720
1395	DB00958	Q9UNQ0
1396	DB00958	Q04656
1397	DB00959	P04083
1398	DB00960	P02763
1399	DB00960	P08908
1400	DB00963	P23219
1401	DB00964	P18089
1402	DB00969	P11712
1403	DB00969	P05181
1404	DB00972	P08183
1405	DB00972	Q16873
1406	DB00973	Q9UNQ0
1407	DB00973	Q92887
1408	DB00974	Q15166
1409	DB00975	O94956
1410	DB00975	P53805
1411	DB00976	Q9Y6L6
1412	DB00977	P03372
1413	DB00977	Q92887
1414	DB00977	P35503
1415	DB00977	Q14973
1416	DB00978	P43700
1417	DB00980	P33261
1418	DB00980	P08684
1419	DB00981	P17787
1420	DB00982	P13631
1421	DB00983	P11712
1422	DB00983	P08588
1423	DB00983	P11509
1424	DB00983	P13945
1425	DB00985	P35367
1426	DB00986	P02768
1427	DB00986	P08172
1428	DB00986	P08912
1429	DB00986	P08173
1430	DB00987	P32320
1431	DB00987	P08684
1432	DB00988	Q01959
1433	DB00988	O95264
1434	DB00988	O75751
1435	DB00989	P06276
1436	DB00991	P35354
1437	DB00993	Q14542
1438	DB00993	Q9HAS3
1439	DB00995	P02768
1440	DB00996	Q01650
1441	DB00996	P54687
1442	DB00997	P08183
1443	DB00997	Q9UNQ0
1444	DB00997	P11388
1445	DB00999	Q9NSA0
1446	DB01000	P0AEB2
1447	DB01000	P02918
1448	DB01000	Q8DR59
1449	DB01001	P13945
1450	DB01004	Q4U2R8
1451	DB01007	P10613
1452	DB01008	P09210
1453	DB01008	P09211
1454	DB01009	P02768
1455	DB01009	P23219
1456	DB01009	P46721
1457	DB01013	P04150
1458	DB01013	P02768
1459	DB01014	Q9FAW5
1460	DB01016	Q9UNQ0
1461	DB01016	Q14654
1462	DB01016	O95342
1463	DB01016	Q9Y694
1464	DB01016	Q15842
1465	DB01017	P09917
1466	DB01017	P29466
1467	DB01017	P0A7X3
1468	DB01017	Q16659
1469	DB01017	P0A7V8
1470	DB01017	P28482
1471	DB01018	O15245
1472	DB01019	P08912
1473	DB01020	P11766
1474	DB01020	P08684
1475	DB01023	Q13698
1476	DB01023	Q01668
1477	DB01026	P02768
1478	DB01026	O95342
1479	DB01026	Q14994
1480	DB01028	P08684
1481	DB01028	P14867
1482	DB01028	P78334
1483	DB01028	P05177
1484	DB01029	P30556
1485	DB01029	P02768
1486	DB01030	P11387
1487	DB01031	P00918
1488	DB01032	O15440
1489	DB01032	P11712
1490	DB01032	O15245
1491	DB01032	Q9Y694
1492	DB01032	Q4U2R8
1493	DB01033	Q9HAS3
1494	DB01033	O15440
1495	DB01033	O15439
1496	DB01034	P49327
1497	DB01034	P0A953
1498	DB01035	Q12809
1499	DB01035	O76082
1500	DB01035	O75751
1501	DB01036	P11229
1502	DB01036	P11712
1503	DB01037	P05177
1504	DB01039	P02768
1505	DB01041	P19652
1506	DB01041	P35354
1507	DB01043	O75311
1508	DB01043	O15399
1509	DB01043	Q05586
1510	DB01043	Q99928
1511	DB01043	Q12879
1512	DB01043	P78334
1513	DB01045	P02768
1514	DB01045	P10632
1515	DB01045	O15438
1516	DB01045	O60656
1517	DB01045	Q8TCC7
1518	DB01045	Q92887
1519	DB01045	P0A8V2
1520	DB01047	P08185
1521	DB01048	Q72547
1522	DB01049	P18825
1523	DB01049	Q8WXA8
1524	DB01049	P25100
1525	DB01049	A5X5Y0
1526	DB01049	P41595
1527	DB01049	Q70Z44
1528	DB01049	P08913
1529	DB01050	P46721
1530	DB01050	P07359
1531	DB01050	P31151
1532	DB01051	Q9Y6L6
1533	DB01051	O94956
1534	DB01051	P0A0K8
1535	DB01053	Q9UIG8
1536	DB01053	O94956
1537	DB01054	Q08289
1538	DB01054	P08183
1539	DB01054	O95342
1540	DB01055	P13500
1541	DB01058	P05177
1542	DB01059	P04798
1543	DB01059	P05177
1544	DB01060	P02768
1545	DB01061	Q8XJ01
1546	DB01062	P20309
1547	DB01063	P14416
1548	DB01064	P13945
1549	DB01064	P02768
1550	DB01065	P27797
1551	DB01065	P03372
1552	DB01066	Q8XJ01
1553	DB01067	O95342
1554	DB01068	P31644
1555	DB01068	O75469
1556	DB01068	Q9UN88
1557	DB01068	P28472
1558	DB01068	P47870
1559	DB01069	Q96L42
1560	DB01069	Q6PIU1
1561	DB01069	P35368
1562	DB01069	P47900
1563	DB01069	Q9UIX4
1564	DB01069	P08183
1565	DB01069	O15438
1566	DB01069	Q99571
1567	DB01069	Q9NR82
1568	DB01069	O95259
1569	DB01069	Q9Y5Y9
1570	DB01069	P35348
1571	DB01069	Q14722
1572	DB01069	Q9UJ96
1573	DB01069	Q93086
1574	DB01069	P25100
1575	DB01069	P48547
1576	DB01072	O95342
1577	DB01072	P33527
1578	DB01072	P10632
1579	DB01073	Q9HAS3
1580	DB01075	O15244
1581	DB01076	P27487
1582	DB01076	O94956
1583	DB01076	O15440
1584	DB01076	P04035
1585	DB01076	Q92887
1586	DB01077	P12235
1587	DB01077	Q13332
1588	DB01079	Q9UNQ0
1589	DB01079	P28335
1590	DB01081	P41143
1591	DB01084	P35367
1592	DB01086	P02763
1593	DB01086	Q9Y5Y9
1594	DB01087	Q16678
1595	DB01088	Q9UIG8
1596	DB01088	Q08499
1597	DB01088	P34995
1598	DB01092	Q9NPD5
1599	DB01092	Q8TCC7
1600	DB01092	P50993
1601	DB01094	P05177
1602	DB01095	P04035
1603	DB01097	Q9UNQ0
1604	DB01098	Q9Y6L6
1605	DB01098	O15439
1606	DB01098	Q14973
1607	DB01098	O94956
1608	DB01100	P35462
1609	DB01100	P0DP23
1610	DB01101	P04818
1611	DB01102	P13945
1612	DB01103	P50135
1613	DB01103	O60733
1614	DB01103	P47712
1615	DB01104	P20813
1616	DB01104	O00264
1617	DB01105	P31645
1618	DB01105	P23975
1619	DB01106	O95665
1620	DB01107	Q99928
1621	DB01107	Q16445
1622	DB01107	P18507
1623	DB01108	P26439
1624	DB01108	P14060
1625	DB01109	P05230
1626	DB01109	P00742
1627	DB01110	P10635
1628	DB01110	P15538
1629	DB01110	Q96L42
1630	DB01110	Q13698
1631	DB01110	Q9Y691
1632	DB01110	P08684
1633	DB01110	Q6PIU1
1634	DB01110	Q8TDN2
1635	DB01110	P51787
1636	DB01110	P54284
1637	DB01110	O43526
1638	DB01110	Q9ULD8
1639	DB01110	P22459
1640	DB01110	P11712
1641	DB01114	P31645
1642	DB01115	O75469
1643	DB01115	P08183
1644	DB01115	Q01668
1645	DB01117	P08684
1646	DB01117	P08183
1647	DB01118	P13945
1648	DB01118	O15244
1649	DB01118	O95342
1650	DB01119	P00915
1651	DB01119	P15104
1652	DB01120	P15692
1653	DB01122	P22303
1654	DB01124	P46721
1655	DB01124	Q09428
1656	DB01124	P02768
1657	DB01126	Q61327
1658	DB01126	P31213
1659	DB01127	P11511
1660	DB01128	P11712
1661	DB01128	P08684
1662	DB01128	P10275
1663	DB01131	P33261
1664	DB01131	P00374
1665	DB01132	P27338
1666	DB01133	O75348
1667	DB01133	Q99437
1668	DB01133	Q9Y487
1669	DB01133	Q9HBG4
1670	DB01133	P21283
1671	DB01134	P08235
1672	DB01136	O95298
1673	DB01136	P16581
1674	DB01136	P17302
1675	DB01136	P63252
1676	DB01136	P19320
1677	DB01136	P02768
1678	DB01137	Q86VL8
1679	DB01138	O95255
1680	DB01138	O95342
1681	DB01138	Q92887
1682	DB01141	A2QLK4
1683	DB01142	P23975
1684	DB01142	P28223
1685	DB01142	P08172
1686	DB01142	Q12809
1687	DB01142	P41595
1688	DB01142	P11229
1689	DB01143	P05186
1690	DB01146	Q01959
1691	DB01147	Q16348
1692	DB01148	P11229
1693	DB01149	P28223
1694	DB01149	Q01959
1695	DB01149	P08183
1696	DB01150	P14677
1697	DB01151	P07550
1698	DB01151	P08172
1699	DB01151	P23975
1700	DB01151	P08908
1701	DB01151	O76082
1702	DB01151	P25100
1703	DB01154	Q15842
1704	DB01155	P43700
1705	DB01156	P20813
1706	DB01156	O15244
1707	DB01159	P48549
1708	DB01159	P20020
1709	DB01159	P03886
1710	DB01159	P28472
1711	DB01159	P23634
1712	DB01159	Q99928
1713	DB01159	P34903
1714	DB01160	O15244
1715	DB01160	Q9UIG8
1716	DB01163	Q8DNB6
1717	DB01164	Q99584
1718	DB01165	O76082
1719	DB01165	P33527
1720	DB01165	Q92887
1721	DB01168	P21397
1722	DB01169	P38936
1723	DB01169	P27361
1724	DB01169	P02768
1725	DB01172	P0A7S3
1726	DB01173	O15399
1727	DB01174	Q13002
1728	DB01174	P43681
1729	DB01174	O15399
1730	DB01175	P28335
1731	DB01175	P08183
1732	DB01176	P49888
1733	DB01177	P11388
1734	DB01177	P10635
1735	DB01179	P68366
1736	DB01180	P12821
1737	DB01182	P08183
1738	DB01182	Q14524
1739	DB01183	P46721
1740	DB01185	P04278
1741	DB01186	P41595
1742	DB01186	P35462
1743	DB01186	P21917
1744	DB01189	P78334
1745	DB01189	O75185
1746	DB01189	O14764
1747	DB01189	Q9UN88
1748	DB01189	P42261
1749	DB01189	P47870
1750	DB01191	P10635
1751	DB01193	P08588
1752	DB01194	P00915
1753	DB01195	P02763
1754	DB01197	P46663
1755	DB01198	P08684
1756	DB01199	P06276
1757	DB01200	P18825
1758	DB01200	P18089
1759	DB01200	P08913
1760	DB01200	P35348
1761	DB01200	P28335
1762	DB01201	P11712
1763	DB01201	P20813
1764	DB01202	Q7L0J3
1765	DB01203	P14859
1766	DB01203	Q96FL8
1767	DB01204	P11388
1768	DB01204	P08684
1769	DB01205	Q9UN88
1770	DB01205	P18507
1771	DB01205	P47869
1772	DB01205	O00591
1773	DB01207	P21731
1774	DB01208	O76082
1775	DB01208	Q92887
1776	DB01211	Q9NPD5
1777	DB01212	Q4U2R8
1778	DB01213	P04040
1779	DB01214	P08588
1780	DB01215	P31644
1781	DB01215	P48169
1782	DB01215	P47869
1783	DB01215	P18507
1784	DB01221	P20813
1785	DB01221	P23975
1786	DB01221	P35372
1787	DB01221	P28335
1788	DB01221	P11712
1789	DB01222	P02768
1790	DB01223	P05177
1791	DB01223	P08684
1792	DB01224	P21728
1793	DB01224	P18089
1794	DB01224	P35462
1795	DB01224	P35368
1796	DB01224	P35367
1797	DB01224	P35348
1798	DB01224	P50406
1799	DB01224	P14416
1800	DB01227	P30926
1801	DB01229	O95342
1802	DB01229	P10636
1803	DB01229	Q9H4B7
1804	DB01229	P33527
1805	DB01232	P46721
1806	DB01232	O15245
1807	DB01232	P02768
1808	DB01234	O95342
1809	DB01234	P02768
1810	DB01234	P08183
1811	DB01235	Q9UHI5
1812	DB01235	P21728
1813	DB01236	P31644
1814	DB01236	P48169
1815	DB01236	P18505
1816	DB01236	O14764
1817	DB01238	P21917
1818	DB01238	P08912
1819	DB01238	Q12879
1820	DB01238	P31645
1821	DB01238	P11229
1822	DB01238	Q01959
1823	DB01238	P35462
1824	DB01238	P35367
1825	DB01238	P28222
1826	DB01238	P28335
1827	DB01239	P41595
1828	DB01239	P11229
1829	DB01239	P28335
1830	DB01239	P08908
1831	DB01239	P50406
1832	DB01241	Q8TCC7
1833	DB01244	O00555
1834	DB01244	P08183
1835	DB01245	P22303
1836	DB01246	P35367
1837	DB01247	P27338
1838	DB01248	Q9UNQ0
1839	DB01250	P01579
1840	DB01251	P11712
1841	DB01252	Q09428
1842	DB01253	P35348
1843	DB01254	Q92570
1844	DB01254	P42684
1845	DB01254	P41240
1846	DB01254	Q06187
1847	DB01256	P08684
1848	DB01260	P04150
1849	DB01261	P27487
1850	DB01262	O00337
1851	DB01263	P08183
1852	DB01264	P08684
1853	DB01267	P21917
1854	DB01267	P08913
1855	DB01267	P08684
1856	DB01267	P28335
1857	DB01268	P24462
1858	DB01268	Q9UNQ0
1859	DB01270	P15692
1860	DB01274	P11712
1861	DB01274	P07550
1862	DB01275	Q16665
1863	DB01276	P43220
1864	DB01276	P27487
1865	DB01277	P22692
1866	DB01281	P42081
1867	DB01284	Q01718
1868	DB01285	Q01718
1869	DB01288	P13945
1870	DB01289	Q15842
1871	DB01291	P07550
1872	DB01294	P02787
1873	DB01295	P35348
1874	DB01296	P11169
1875	DB01299	Q27738
1876	DB01303	P29274
1877	DB01306	P08069
1878	DB01307	P05177
1879	DB01323	P10635
1880	DB01327	Q4U2R8
1881	DB01327	P02918
1882	DB01327	P02919
1883	DB01327	P51580
1884	DB01328	P24228
1885	DB01328	P02919
1886	DB01329	Q07806
1887	DB01329	P24228
1888	DB01330	Q75Y35
1889	DB01331	Q7CRA4
1890	DB01331	P0AFI5
1891	DB01331	Q8DNB6
1892	DB01332	P02918
1893	DB01332	Q4U2R8
1894	DB01333	Q4U2R8
1895	DB01333	O76082
1896	DB01337	O15244
1897	DB01337	O15245
1898	DB01337	P06276
1899	DB01338	P08172
1900	DB01339	Q15822
1901	DB01342	P30556
1902	DB01346	P42262
1903	DB01348	Q16348
1904	DB01352	Q16445
1905	DB01352	P42262
1906	DB01353	P36544
1907	DB01353	P31644
1908	DB01353	P43681
1909	DB01355	P36544
1910	DB01355	P33261
1911	DB01356	P49841
1912	DB01356	P29218
1913	DB01359	P28222
1914	DB01363	P18089
1915	DB01363	P27338
1916	DB01364	P35348
1917	DB01365	P18825
1918	DB01365	P18089
1919	DB01367	P10415
1920	DB01369	P0A7J6
1921	DB01370	P06870
1922	DB01373	Q01082
1923	DB01373	P20810
1924	DB01373	P02585
1925	DB01373	Q8TAB3
1926	DB01373	P0DP23
1927	DB01375	Q9Y277
1928	DB01375	P63316
1929	DB01380	P08684
1930	DB01381	P18507
1931	DB01382	P48048
1932	DB01384	P04150
1933	DB01384	P08684
1934	DB01388	Q13698
1935	DB01388	P05177
1936	DB01388	Q08289
1937	DB01388	O00305
1938	DB01388	Q01668
1939	DB01390	Q9Y6M7
1940	DB01392	Q9UNX9
1941	DB01392	P14416
1942	DB01392	Q99712
1943	DB01392	P28335
1944	DB01392	P18825
1945	DB01392	P28221
1946	DB01393	Q07869
1947	DB01393	P19793
1948	DB01394	P08183
1949	DB01395	P04150
1950	DB01396	P08684
1951	DB01396	P46721
1952	DB01397	P02768
1953	DB01401	P23219
1954	DB01403	P35367
1955	DB01403	P18089
1956	DB01403	P21917
1957	DB01403	P14416
1958	DB01403	P25100
1959	DB01403	P28335
1960	DB01403	P08172
1961	DB01405	P43700
1962	DB01406	Q96P88
1963	DB01406	P30968
1964	DB01407	P01138
1965	DB01407	P07550
1966	DB01409	P08173
1967	DB01410	P08185
1968	DB01411	P19838
1969	DB01412	Q07343
1970	DB01413	P0AD65
1971	DB01415	Q8TCC7
1972	DB01415	P02919
1973	DB01418	P02763
1974	DB01419	P23219
1975	DB01420	P08183
1976	DB01424	P10635
1977	DB01424	P33260
1978	DB01427	P01375
1979	DB01427	Q08493
1980	DB01429	P10635
1981	DB01429	P02763
1982	DB01431	P03372
1983	DB01435	P23219
1984	DB01436	P11473
1985	DB01437	P18507
1986	DB01437	P18505
1987	DB01437	P28472
1988	DB01439	P41143
1989	DB01442	Q01959
1990	DB01452	P41143
1991	DB01452	P23141
1992	DB01454	Q01959
1993	DB01472	P27338
1994	DB01481	P10275
1995	DB01483	P14867
1996	DB01483	P42262
1997	DB01483	P47869
1998	DB01483	Q16445
1999	DB01488	P50406
2000	DB01489	P78334
2001	DB01489	P48169
2002	DB01489	Q8N1C3
2003	DB01489	O14764
2004	DB01496	P43681
2005	DB01497	P35372
2006	DB01511	P78334
2007	DB01511	P28472
2008	DB01511	P31644
2009	DB01520	Q14957
2010	DB01520	Q12879
2011	DB01535	P41145
2012	DB01536	Q00441
2013	DB01537	P28223
2014	DB01544	Q8N1C3
2015	DB01544	P05181
2016	DB01544	P28472
2017	DB01544	P18507
2018	DB01544	P11509
2019	DB01545	P18505
2020	DB01545	Q16445
2021	DB01545	O14764
2022	DB01548	P35372
2023	DB01553	P31644
2024	DB01553	P18505
2025	DB01558	Q9UN88
2026	DB01559	P47869
2027	DB01559	P78334
2028	DB01559	P28472
2029	DB01562	P10635
2030	DB01565	P41143
2031	DB01565	P41145
2032	DB01567	P14867
2033	DB01567	P28476
2034	DB01567	P47869
2035	DB01567	P28472
2036	DB01576	Q05940
2037	DB01576	Q96RJ0
2038	DB01576	P35368
2039	DB01577	P21397
2040	DB01580	P13945
2041	DB01582	P9WJI5
2042	DB01582	P0AC13
2043	DB01583	Q9NPD5
2044	DB01583	Q8TCC7
2045	DB01583	Q14973
2046	DB01586	P52895
2047	DB01587	P47869
2048	DB01587	P08684
2049	DB01587	P02768
2050	DB01587	Q8N1C3
2051	DB01588	P78334
2052	DB01588	O14764
2053	DB01588	Q99928
2054	DB01589	P31644
2055	DB01589	Q99928
2056	DB01589	P18505
2057	DB01589	P18507
2058	DB01590	P08183
2059	DB01590	P10635
2060	DB01592	Q9GZT9
2061	DB01592	P06746
2062	DB01592	P02787
2063	DB01593	P02787
2064	DB01593	P20851
2065	DB01593	P45381
2066	DB01593	P20742
2067	DB01593	P06727
2068	DB01593	Q00987
2069	DB01593	P81605
2070	DB01593	P01031
2071	DB01593	Q0VD83
2072	DB01593	P07360
2073	DB01593	P01023
2074	DB01593	P46663
2075	DB01593	O14618
2076	DB01593	P02538
2077	DB01593	P04279
2078	DB01593	P00739
2079	DB01593	P46736
2080	DB01593	P01011
2081	DB01593	P14780
2082	DB01593	P14923
2083	DB01593	P10909
2084	DB01593	P04278
2085	DB01593	P29034
2086	DB01593	P02647
2087	DB01593	P0C0L5
2088	DB01593	P02743
2089	DB01594	P47869
2090	DB01594	P31644
2091	DB01594	P14867
2092	DB01594	P34903
2093	DB01595	P08684
2094	DB01595	P28472
2095	DB01595	P14867
2096	DB01595	P31644
2097	DB01597	Q8TCC7
2098	DB01597	P16444
2099	DB01598	P62593
2100	DB01598	P42971
2101	DB01600	P35354
2102	DB01601	P02763
2103	DB01602	P0AD68
2104	DB01602	P24228
2105	DB01603	Q7CRA4
2106	DB01603	Q53707
2107	DB01604	Q8XJ01
2108	DB01606	Q8TCC7
2109	DB01606	P18251
2110	DB01610	P46059
2111	DB01614	P21728
2112	DB01615	P35367
2113	DB01618	P08908
2114	DB01621	P10635
2115	DB01621	P21728
2116	DB01621	P14416
2117	DB01621	O15245
2118	DB01622	P21728
2119	DB01623	P10635
2120	DB01624	P21918
2121	DB01628	P35354
2122	DB01631	P80188
2123	DB01632	Q8VP84
2124	DB01642	P37698
2125	DB01643	P23919
2126	DB01644	P00390
2127	DB01645	P03372
2128	DB01645	P11388
2129	DB01645	Q9UNQ0
2130	DB01645	P02766
2131	DB01645	Q15596
2132	DB01646	P08100
2133	DB01650	Q8TCC7
2134	DB01652	O68600
2135	DB01656	Q08493
2136	DB01661	P60757
2137	DB01666	Q7WUJ1
2138	DB01669	P50870
2139	DB01677	P16930
2140	DB01681	P15259
2141	DB01685	P47989
2142	DB01686	P35228
2143	DB01694	Q9KVB4
2144	DB01694	P26196
2145	DB01694	A0A0H2URW2
2146	DB01698	P16152
2147	DB01702	P06875
2148	DB01704	P17538
2149	DB01708	Q9UNQ0
2150	DB01708	Q14994
2151	DB01708	P03372
2152	DB01708	O15439
2153	DB01708	Q9Y6L6
2154	DB01708	P47870
2155	DB01708	P34903
2156	DB01708	O94956
2157	DB01708	Q16445
2158	DB01708	Q12879
2159	DB01709	O66496
2160	DB01709	Q07412
2161	DB01711	P00326
2162	DB01713	P0C0F4
2163	DB01717	Q96MA6
2164	DB01717	P54819
2165	DB01721	P35963
2166	DB01733	P14618
2167	DB01738	P05771
2168	DB01744	Q7Z2W7
2169	DB01752	Q54527
2170	DB01752	Q9H2P9
2171	DB01752	P14751
2172	DB01752	P9WPB5
2173	DB01752	P11086
2174	DB01752	P25924
2175	DB01762	O15427
2176	DB01765	P68400
2177	DB01774	P67910
2178	DB01779	Q07412
2179	DB01782	P53779
2180	DB01785	P14324
2181	DB01786	Q8TF71
2182	DB01789	P30920
2183	DB01791	Q08493
2184	DB01800	P15289
2185	DB01804	Q00740
2186	DB01805	P07478
2187	DB01809	P07949
2188	DB01812	P06612
2189	DB01812	P07998
2190	DB01812	O00204
2191	DB01813	P06986
2192	DB01817	P00805
2193	DB01819	P0AB91
2194	DB01826	P00183
2195	DB01831	P23381
2196	DB01834	P09488
2197	DB01841	Q60053
2198	DB01841	P19571
2199	DB01842	P9WQG9
2200	DB01852	Q6NUS8
2201	DB01853	Q46393
2202	DB01858	P43235
2203	DB01861	P26393
2204	DB01861	Q7Z4J2
2205	DB01863	P23677
2206	DB01863	O43739
2207	DB01864	Q08188
2208	DB01872	Q54873
2209	DB01872	P84141
2210	DB01873	Q9NY65
2211	DB01873	P68366
2212	DB01875	Q45697
2213	DB01877	P08254
2214	DB01887	P12499
2215	DB01888	P24941
2216	DB01890	P05019
2217	DB01891	P03366
2218	DB01892	O75469
2219	DB01896	P00811
2220	DB01899	P08877
2221	DB01903	Q9WYT0
2222	DB01906	P56740
2223	DB01911	P32396
2224	DB01914	Q9NY64
2225	DB01914	P22732
2226	DB01914	Q6PXP3
2227	DB01915	P07097
2228	DB01915	Q9BWD1
2229	DB01917	P17707
2230	DB01918	P40859
2231	DB01926	P80188
2232	DB01929	Q86XF0
2233	DB01940	P17612
2234	DB01942	O31465
2235	DB01942	P75914
2236	DB01942	P16544
2237	DB01942	Q13363
2238	DB01942	P00780
2239	DB01942	Q9WXS0
2240	DB01942	Q81C15
2241	DB01942	P0A1V8
2242	DB01942	O14936
2243	DB01942	P0A6D3
2244	DB01942	P80357
2245	DB01955	Q9NZK7
2246	DB01956	P28472
2247	DB01956	P31641
2248	DB01956	O75311
2249	DB01956	P47869
2250	DB01956	P34903
2251	DB01956	P47870
2252	DB01959	Q08499
2253	DB01960	P06730
2254	DB01961	P07998
2255	DB01962	P08631
2256	DB01965	P9WNS5
2257	DB01967	P77173
2258	DB01972	Q08188
2259	DB01973	P07478
2260	DB01975	O33199
2261	DB01982	Q9KWT6
2262	DB01987	P94692
2263	DB01991	O67648
2264	DB01992	P0ACC7
2265	DB01992	P07108
2266	DB01992	Q9LCX9
2267	DB01992	P10802
2268	DB01992	P9WQG9
2269	DB01992	P0A6I3
2270	DB01992	Q9BWD1
